2000, 1380.4876
4000, 465.1125
6000, 463.332
8000, 508.4438
10000, 454.5351
12000, 573.3335
14000, 571.0685
16000, 296.7562
18000, 173.9547
20000, 140.3534
22000, 145.6015
24000, 153.779
26000, 160.5298
28000, 137.2465
30000, 138.8447
32000, 170.3553
34000, 159.0674
36000, 170.6663
38000, 140.6212
40000, 153.2445
42000, 192.4014
44000, 167.5986
46000, 160.044
48000, 145.6902
50000, 161.6869
52000, 161.4216
54000, 216.1766
56000, 147.0241
58000, 157.1097
60000, 143.6476
62000, 155.8681
64000, 194.8457
66000, 151.9564
68000, 151.7336
70000, 152.7537
72000, 221.4676
74000, 152.7089
76000, 153.2874
78000, 169.6887
80000, 158.2227
82000, 145.3778
84000, 150.2228
86000, 183.778
88000, 156.3104
90000, 148.089
92000, 147.5566
94000, 161.6441
96000, 154.5329
98000, 148.0433
100000, 166.1767
102000, 170.4
104000, 151.198
106000, 161.2022
108000, 162.6662
110000, 152.086
112000, 173.3338
114000, 150.6654
116000, 163.1524
118000, 163.1531
120000, 158.6227
122000, 166.4004
124000, 174.0023
126000, 171.3768
128000, 179.823
130000, 214.1354
132000, 171.6444
134000, 173.2472
136000, 161.4666
138000, 164.846
140000, 169.1997
142000, 168.7096
144000, 186.6682
146000, 197.5571
148000, 176.2231
150000, 170.0435
152000, 169.9112
154000, 158.6216
156000, 207.2438
158000, 194.0446
160000, 223.8658
162000, 194.1776
164000, 281.7337
166000, 174.844
168000, 193.8239
170000, 172.1769
172000, 182.6232
174000, 181.1519
176000, 192.4043
178000, 185.911
180000, 183.0235
182000, 175.0632
184000, 172.6247
186000, 181.1117
188000, 179.1113
190000, 182.1341
192000, 179.6466
194000, 187.601
196000, 181.8238
198000, 189.6891
200000, 166.5784
202000, 213.4667
204000, 181.2446
206000, 188.8877
208000, 167.5989
210000, 188.7088
212000, 204.0001
214000, 190.9769
216000, 188.1329
218000, 187.4679
220000, 181.7319
222000, 211.4662
224000, 175.6439
226000, 211.8225
228000, 193.6458
230000, 244.0891
232000, 189.8227
234000, 193.4222
236000, 199.8234
238000, 205.0225
240000, 196.8445
242000, 187.865
244000, 196.8005
246000, 195.3764
248000, 207.644
250000, 195.7767
252000, 184.0457
254000, 170.3109
256000, 183.2878
258000, 201.3333
260000, 203.2861
262000, 207.5994
264000, 193.5997
266000, 214.0879
268000, 217.9548
270000, 197.8665
272000, 207.9116
274000, 191.3339
276000, 189.4685
278000, 258.5768
280000, 198.3543
282000, 212.8423
284000, 236.3562
286000, 204.3095
288000, 206.1759
290000, 234.2687
292000, 195.2463
294000, 218.4434
296000, 234.2216
298000, 232.6213
300000, 228.9327
302000, 203.4214
304000, 231.1554
306000, 223.913
308000, 233.378
310000, 208.7115
312000, 208.531
314000, 304.3999
316000, 216.3567
318000, 209.4652
320000, 229.4639
322000, 254.979
324000, 186.5319
326000, 183.6463
328000, 188.7106
330000, 276.6667
332000, 180.9774
334000, 217.9994
336000, 218.357
338000, 214.5778
340000, 227.9557
342000, 227.0212
344000, 201.2441
346000, 221.1091
348000, 285.1991
350000, 262.178
352000, 223.2887
354000, 212.6228
356000, 205.5102
358000, 218.0437
360000, 233.8222
362000, 209.7347
364000, 237.8656
366000, 212.7117
368000, 255.7786
370000, 199.5562
372000, 192.043
374000, 212.1343
376000, 211.7318
378000, 211.1562
380000, 263.4227
382000, 203.9118
384000, 208.8894
386000, 210.0867
388000, 206.3997
390000, 205.4672
392000, 213.1547
394000, 223.6894
396000, 216.9318
398000, 219.0668
400000, 225.291
402000, 227.2898
404000, 214.7553
406000, 217.2011
408000, 205.6015
410000, 577.734
412000, 229.6897
414000, 216.3556
416000, 202.2685
418000, 205.8659
420000, 215.5124
422000, 268.3562
424000, 347.114
426000, 229.6889
428000, 201.8643
430000, 234.4882
432000, 260.2234
434000, 212.3992
436000, 202.7105
438000, 202.622
440000, 195.3327
442000, 212.8876
444000, 240.4007
446000, 216.5335
448000, 283.7345
450000, 217.6894
452000, 223.8652
454000, 221.1986
456000, 232.6673
458000, 214.6658
460000, 231.4206
462000, 219.1558
464000, 216.9338
466000, 224.9304
468000, 217.0654
470000, 216.2225
472000, 218.3578
474000, 220.2231
476000, 231.3785
478000, 230.4897
480000, 221.2447
482000, 221.9125
484000, 326.4874
486000, 288.5319
488000, 241.0668
490000, 235.1525
492000, 247.5106
494000, 248.7996
496000, 237.2887
498000, 250.665
500000, 276.62
502000, 221.1585
504000, 216.5317
506000, 219.1108
508000, 194.8892
510000, 222.6223
512000, 222.7557
514000, 248.8903
516000, 234.1776
518000, 217.3764
520000, 695.8672
522000, 245.0195
524000, 250.5335
526000, 226.7573
528000, 262.5758
530000, 240.4899
532000, 226.578
534000, 284.5789
536000, 230.7129
538000, 263.3769
540000, 245.7323
542000, 251.246
544000, 245.3767
546000, 230.4441
548000, 239.958
550000, 255.7771
552000, 270.4009
554000, 237.466
556000, 215.5525
558000, 212.0881
560000, 212.487
562000, 272.6689
564000, 240.2227
566000, 235.5541
568000, 230.5756
570000, 224.1334
572000, 258.2235
574000, 241.9562
576000, 240.0879
578000, 259.8682
580000, 266.1295
582000, 343.3778
584000, 227.554
586000, 730.625
588000, 265.423
590000, 241.8668
592000, 289.2873
594000, 221.8223
596000, 237.4656
598000, 207.1578
600000, 217.9577
602000, 245.4236
604000, 276.0887
606000, 220.5336
608000, 207.4667
610000, 221.4221
612000, 294.9333
614000, 318.1323
616000, 214.7119
618000, 243.1089
620000, 227.7763
622000, 253.5109
624000, 211.3792
626000, 227.155
628000, 218.6235
630000, 246.2694
632000, 302.7535
634000, 240.5769
636000, 261.1544
638000, 235.956
640000, 237.1991
642000, 262.6222
644000, 247.0222
646000, 232.3999
648000, 265.3757
650000, 229.0651
652000, 286.2233
654000, 237.3321
656000, 241.0205
658000, 235.1517
660000, 220.4896
662000, 240.0856
664000, 245.9542
666000, 228.8874
668000, 235.4666
670000, 229.5106
672000, 222.4874
674000, 218.1764
676000, 221.6861
678000, 247.3347
680000, 223.6883
682000, 266.6205
684000, 243.2453
686000, 236.092
688000, 221.3784
690000, 229.9115
692000, 260.9775
694000, 232.3103
696000, 238.62
698000, 243.9998
700000, 241.155
702000, 239.5079
704000, 223.023
706000, 282.181
708000, 240.5345
710000, 250.3098
712000, 226.7985
714000, 231.5099
716000, 234.4902
718000, 226.3119
720000, 215.2453
722000, 263.3323
724000, 222.5787
726000, 270.0878
728000, 218.0004
730000, 213.6452
732000, 234.0905
734000, 237.6894
736000, 286.1344
738000, 222.7567
740000, 230.622
742000, 210.3116
744000, 234.5773
746000, 212.8885
748000, 209.5102
750000, 251.3771
752000, 237.199
754000, 247.6406
756000, 240.2659
758000, 206.3998
760000, 247.1997
762000, 278.8885
764000, 204.6206
766000, 327.1567
768000, 217.9115
770000, 314.7094
772000, 224.9324
774000, 252.8445
776000, 214.3546
778000, 270.8863
780000, 275.9554
782000, 257.1107
784000, 247.7772
786000, 250.7562
788000, 222.757
790000, 226.9339
792000, 346.2647
794000, 279.7343
796000, 256.0908
798000, 256.5802
800000, 278.1325
802000, 235.9561
804000, 244.0884
806000, 259.0641
808000, 232.0895
810000, 320.9335
812000, 229.8655
814000, 247.3357
816000, 237.7745
818000, 224.8426
820000, 246.2214
822000, 324.9779
824000, 238.3548
826000, 239.6885
828000, 310.5794
830000, 249.512
832000, 242.2244
834000, 299.9548
836000, 345.244
838000, 256.8859
840000, 239.3334
842000, 242.8896
844000, 258.5306
846000, 241.2438
848000, 249.1987
850000, 265.9553
852000, 239.0212
854000, 258.5342
856000, 244.8457
858000, 249.1997
860000, 241.6418
862000, 249.0217
864000, 283.823
866000, 222.7112
868000, 231.6859
870000, 245.1116
872000, 268.356
874000, 274.6648
876000, 306.8436
878000, 257.7768
880000, 242.9328
882000, 236.4004
884000, 339.377
886000, 266.0885
888000, 242.7572
890000, 247.6878
892000, 257.6001
894000, 241.6001
896000, 254.8884
898000, 278.7551
900000, 251.5557
902000, 238.2232
904000, 248.0405
906000, 253.8654
908000, 276.6223
910000, 244.8449
912000, 246.4442
914000, 254.1333
916000, 229.1565
918000, 253.3795
920000, 252.2193
922000, 262.5338
9
